apartment_id,controller,T_star,RH_star,comfort_mean,comfort_std,energy_cop_kwh_mean,energy_cop_kwh_std,energy_simple_kwh_mean,energy_saving_kwh,safety_penalty_mean,switches_per_hour,total_reward_mean,n_episodes
AP33,Random,29.0,68.0,0.2798699224082896,0.005930220948872756,5.14010176596158,0.3166544705198088,20.75,15.60989823403842,0.003472222222222222,2.4444444444444446,86.55162300102593,3
AP33,Rule_Bayesian,29.0,68.0,0.59761818258765,0.01232283663646109,4.943280422944103,0.09725991382070169,24.0,19.056719577055897,0.003472222222222222,0.3333333333333333,90.39977888314657,3
AP34,RL_PPO,28.5,66.0,0.7256683904917293,0.005295018238748124,3.000056474386747,0.006808733822471806,7.5,4.4999435256132525,0.0,0.5833333333333334,92.54088414032655,3
AP34,Fixed_26C,28.5,66.0,0.34011158187052787,0.005063062925661945,6.948790219571545,0.006998445437473836,24.0,17.051209780428454,0.0,0.0,88.22083725214202,3
AP34,Fixed_27C,28.5,66.0,0.4617458017513863,0.005639186409228676,6.426062748495102,0.008584698101579491,24.0,17.573937251504898,0.0,0.0,89.56260271159204,3
AP34,Rule_Based,28.5,66.0,0.49996588247907486,0.0019036988569239481,5.8121759406949565,0.059536069116787604,24.0,18.187824059305044,0.0,0.3055555555555556,89.96226882699038,3
AP34,Random,28.5,66.0,0.27889904002590665,0.025523238863655356,5.022324360891679,0.15893517473119914,20.25,15.22767563910832,0.0,2.3055555555555554,87.06731560828405,3
AP34,Rule_Bayesian,28.5,66.0,0.5681978541048225,0.0024663560755840337,5.3121617380518344,0.02837602810542051,24.0,18.687838261948166,0.0,0.4166666666666667,90.70196231165993,3
AP35,RL_PPO,27.5,70.0,0.6995101764610879,0.09070418239347346,2.912156058533089,0.11047319669429503,7.5,4.587843941466911,0.0,0.5416666666666666,92.28376134754348,3
AP35,Fixed_26C,27.5,70.0,0.4802474374323851,0.014614296955866371,6.858108106186665,0.0432393236917395,24.0,17.141891893813334,0.0,0.0,89.6878498633587,3
AP35,Fixed_27C,27.5,70.0,0.593359515666465,0.012563346527716504,6.3060507601243,0.06871877080754774,24.0,17.6939492398757,0.0,0.0,90.94262072084472,3
AP35,Rule_Based,27.5,70.0,0.6060562299449677,0.05865896490816716,5.617433413756527,0.13793108768701648,24.0,18.382566586243474,0.0,0.34722222222222227,91.0587150709561,3
AP35,Random,27.5,70.0,0.4143079708619452,0.007890490780785825,4.749404452253285,0.5185426376327232,20.916666666666668,16.167262214413384,0.0,2.6666666666666665,88.58680971922223,3
AP35,Rule_Bayesian,27.5,70.0,0.6349536322248116,0.0036310513468765567,5.528649312256456,0.060909103487965154,24.0,18.471350687743545,0.0,0.4166666666666667,91.37917208196428,3
AP36,RL_PPO,28.75,69.0,0.7543591448372733,0.00015418030249671582,3.0281332387098185,0.06928237053792637,7.5,4.4718667612901815,0.0,0.5833333333333334,92.84272566362849,3
